product_id,product_name,category_id,brand,price,stock_quantity,created_at,is_active
76,HP Outdoor Product 76,11,HP,1147.73,357,2023-07-25,True
77,Apple Gaming Product 77,5,Apple,2173.82,143,2026-05-17,True
78,LG Fashion Product 78,12,LG,1038.69,96,2025-08-31,True
79,Apple Outdoor Product 79,11,Apple,2424.3,376,2025-01-07,True
80,Dell Books Product 80,15,Dell,1006.41,313,2026-05-27,True
81,Adidas Fashion Product 81,12,Adidas,2144.18,463,2025-09-02,True
82,Lenovo Shoes Product 82,13,Lenovo,1782.74,445,2026-05-28,False
83,HP Pet Product 83,19,HP,328.37,407,2025-10-30,True
84,Asus Sports Product 84,10,Asus,428.45,228,2026-01-28,True
85,Amazon Toys Product 85,16,Amazon,615.96,87,2026-01-12,True
86,Adidas Audio Product 86,4,Adidas,2323.22,167,2023-03-01,True
87,Dell Furniture Product 87,9,Dell,2379.24,343,2024-06-11,True
88,JBL Gaming Product 88,5,JBL,1816.28,46,2025-12-30,True
89,JBL Kitchen Product 89,8,JBL,171.02,175,2026-03-25,True
90,Amazon Shoes Product 90,13,Amazon,2023.03,114,2026-02-24,True
91,Lenovo Audio Product 91,4,Lenovo,231.96,379,2023-06-29,False
92,Logitech Home Product 92,7,Logitech,925.67,436,2023-08-26,True
93,Philips Shoes Product 93,13,Philips,164.09,274,2023-01-04,True
94,Adidas Shoes Product 94,13,Adidas,1995.82,478,2024-10-16,True
95,Amazon Automotive Product 95,17,Amazon,563.13,202,2026-05-17,True
96,Asus Garden Product 96,18,Asus,370.3,482,2025-08-01,True
97,LG Kitchen Product 97,8,LG,1507.65,74,2025-07-22,True
98,Nike Office Product 98,20,Nike,2475.93,63,2024-09-24,True
99,LG Pet Product 99,19,LG,735.82,494,2024-03-17,True
100,HP Computers Product 100,2,HP,2071.43,107,2024-11-13,True
101,JBL Computers Product 101,2,JBL,1821.21,153,2024-01-02,True
102,Bosch Electronics Product 102,1,Bosch,1061.87,242,2025-03-14,True
103,Adidas Shoes Product 103,13,Adidas,1819.62,144,2023-05-28,True
104,Adidas Garden Product 104,18,Adidas,815.31,405,2023-07-19,False
105,Asus Computers Product 105,2,Asus,1640.04,295,2024-09-14,True
106,Logitech Books Product 106,15,Logitech,2244.07,107,2025-09-15,True
107,Logitech Home Product 107,7,Logitech,1817.63,294,2023-01-19,True
108,Adidas Gaming Product 108,5,Adidas,2315.7,49,2025-05-24,True
109,Sony Toys Product 109,16,Sony,2450.89,332,2023-04-18,True
110,Adidas Pet Product 110,19,Adidas,1809.15,125,2023-11-01,True
111,Dell Audio Product 111,4,Dell,763.7,305,2025-03-23,True
112,HP Shoes Product 112,13,HP,2163.59,332,2023-07-03,True
113,Amazon Furniture Product 113,9,Amazon,38.89,59,2025-06-30,True
114,LG Audio Product 114,4,LG,67.34,293,2025-11-09,False
115,Lenovo Toys Product 115,16,Lenovo,460.93,247,2023-07-13,True
116,Philips Sports Product 116,10,Philips,819.82,365,2023-09-14,False
117,Adidas TV & Video Product 117,6,Adidas,1394.59,274,2023-02-10,False
118,Samsung Toys Product 118,16,Samsung,1352.06,419,2025-11-28,True
119,Amazon Home Product 119,7,Amazon,2156.39,355,2023-08-29,True
120,Bosch Electronics Product 120,1,Bosch,316.38,65,2025-07-04,False
121,Amazon Home Product 121,7,Amazon,1410.62,435,2023-11-27,True
122,Samsung Smartphones Product 122,3,Samsung,915.26,278,2025-11-02,True
123,Amazon Beauty Product 123,14,Amazon,758.49,484,2023-01-01,False
124,Amazon Sports Product 124,10,Amazon,358.24,251,2025-12-29,True
125,JBL Automotive Product 125,17,JBL,1350.14,107,2024-12-22,True
126,Dell Computers Product 126,2,Dell,362.75,438,2023-03-17,True
127,Philips Gaming Product 127,5,Philips,1483.54,142,2026-02-04,True
128,Adidas Office Product 128,20,Adidas,644.87,195,2023-06-02,True
129,LG Shoes Product 129,13,LG,1694.55,481,2023-06-20,True
130,Dell Garden Product 130,18,Dell,1834.36,324,2023-05-25,True
131,Philips Fashion Product 131,12,Philips,418.47,420,2025-11-13,True
132,HP Outdoor Product 132,11,HP,74.52,309,2025-06-07,True
133,Lenovo Smartphones Product 133,3,Lenovo,283.88,280,2023-09-13,True
134,Nike Smartphones Product 134,3,Nike,2274.02,398,2023-07-02,True
135,Asus Gaming Product 135,5,Asus,34.56,193,2024-04-07,True
136,Samsung Shoes Product 136,13,Samsung,1320.92,448,2023-09-10,True
137,Asus Pet Product 137,19,Asus,1327.11,358,2025-09-29,False
138,Bosch Sports Product 138,10,Bosch,256.67,24,2024-07-09,True
139,HP Outdoor Product 139,11,HP,869.48,379,2025-03-08,False
140,Philips Garden Product 140,18,Philips,1484.85,132,2025-04-04,True
141,Logitech Automotive Product 141,17,Logitech,324.66,193,2023-11-15,False
142,Apple Furniture Product 142,9,Apple,1698.76,214,2025-01-28,True
143,LG TV & Video Product 143,6,LG,1260.55,141,2024-12-25,True
144,Logitech Automotive Product 144,17,Logitech,1592.73,44,2024-04-13,True
145,HP Beauty Product 145,14,HP,1590.34,39,2024-10-02,True
146,Sony Smartphones Product 146,3,Sony,220.62,146,2026-03-24,False
147,HP Toys Product 147,16,HP,1695.81,477,2023-01-22,True
148,LG Toys Product 148,16,LG,1747.73,207,2025-11-20,True
149,Dell Office Product 149,20,Dell,1759.45,383,2023-01-15,True
150,Logitech Kitchen Product 150,8,Logitech,115.47,229,2025-12-17,True
151,JBL Automotive Product 151,17,JBL,197.05,429,2024-04-05,True
152,Nike Automotive Product 152,17,Nike,1243.81,87,2023-04-15,True
153,Nike Audio Product 153,4,Nike,2128.43,439,2024-05-26,True
154,Lenovo Sports Product 154,10,Lenovo,669.23,1,2025-09-16,False
155,Dell Shoes Product 155,13,Dell,1293.67,457,2024-09-16,True
156,JBL Books Product 156,15,JBL,895.8,315,2025-09-26,True
157,Lenovo Outdoor Product 157,11,Lenovo,22.83,455,2024-12-25,True
158,Nike Shoes Product 158,13,Nike,1082.7,101,2023-01-19,True
159,Bosch Automotive Product 159,17,Bosch,318.37,249,2023-11-11,True
160,HP Gaming Product 160,5,HP,1182.04,191,2024-05-27,True
161,Adidas Fashion Product 161,12,Adidas,2030.74,55,2024-01-09,True
162,Sony Books Product 162,15,Sony,1870.26,2,2023-10-14,True
163,Samsung Home Product 163,7,Samsung,110.24,202,2024-01-24,True
164,JBL Outdoor Product 164,11,JBL,1668.85,485,2023-03-06,True
165,Samsung Furniture Product 165,9,Samsung,1379.81,409,2025-05-12,True
166,HP Outdoor Product 166,11,HP,1817.73,379,2025-03-29,True
167,Samsung Gaming Product 167,5,Samsung,324.05,176,2023-08-09,False
168,HP Electronics Product 168,1,HP,1698.99,175,2024-04-29,True
169,Logitech Office Product 169,20,Logitech,1205.68,144,2023-01-17,True
170,HP Smartphones Product 170,3,HP,1547.86,373,2025-05-28,False
171,Dell TV & Video Product 171,6,Dell,2161.78,358,2024-07-29,True
172,Dell Beauty Product 172,14,Dell,1755.85,257,2025-08-28,False
173,Dell TV & Video Product 173,6,Dell,1589.85,117,2026-04-25,True
174,Adidas Gaming Product 174,5,Adidas,2476.09,475,2023-03-20,True
175,Apple Beauty Product 175,14,Apple,2162.23,194,2024-02-13,True
176,Lenovo Automotive Product 176,17,Lenovo,847.08,245,2024-04-18,True
177,Adidas Automotive Product 177,17,Adidas,284.04,186,2023-04-16,True
178,Logitech Fashion Product 178,12,Logitech,806.4,24,2025-05-06,True
179,Apple Computers Product 179,2,Apple,537.82,241,2023-04-17,True
180,Samsung Office Product 180,20,Samsung,638.13,251,2025-06-01,True
181,Lenovo Outdoor Product 181,11,Lenovo,1675.68,349,2023-08-17,False
182,Nike Gaming Product 182,5,Nike,1859.9,301,2025-01-08,False
183,Nike Office Product 183,20,Nike,697.11,299,2024-05-02,True
184,JBL Smartphones Product 184,3,JBL,1577.6,308,2023-08-06,True
185,Philips Computers Product 185,2,Philips,1764.6,473,2024-01-26,True
186,Bosch Smartphones Product 186,3,Bosch,1816.12,389,2024-12-03,True
187,Logitech Garden Product 187,18,Logitech,328.3,214,2023-11-11,False
188,JBL Furniture Product 188,9,JBL,2238.33,229,2026-02-21,True
189,Samsung Beauty Product 189,14,Samsung,1314.17,487,2025-09-15,False
190,Sony Electronics Product 190,1,Sony,1744.8,66,2026-05-12,True
191,Philips Computers Product 191,2,Philips,1854.38,203,2023-05-05,True
192,Asus Garden Product 192,18,Asus,422.14,384,2025-11-17,False
193,Bosch Shoes Product 193,13,Bosch,1521.97,105,2025-03-10,True
194,Sony Electronics Product 194,1,Sony,1484.36,4,2026-03-17,False
195,Bosch Books Product 195,15,Bosch,765.49,112,2025-12-11,True
196,Bosch Furniture Product 196,9,Bosch,567.58,273,2023-09-01,True
197,Apple Sports Product 197,10,Apple,2318.85,138,2023-10-31,True
198,Asus Kitchen Product 198,8,Asus,299.3,332,2024-03-06,True
199,Nike Office Product 199,20,Nike,2366.61,452,2024-10-26,False
200,Logitech Furniture Product 200,9,Logitech,2246.86,150,2023-10-01,True
201,Amazon Computers Product 201,2,Amazon,556.01,494,2023-01-22,True
202,Lenovo TV & Video Product 202,6,Lenovo,1646.72,444,2023-02-02,False
203,Logitech Audio Product 203,4,Logitech,650.79,320,2025-02-21,False
204,Dell Garden Product 204,18,Dell,817.41,104,2025-06-24,False
205,Sony Shoes Product 205,13,Sony,1827.23,222,2025-07-02,True
206,JBL Gaming Product 206,5,JBL,1244.94,235,2025-09-08,True
207,Dell TV & Video Product 207,6,Dell,2358.95,92,2026-03-12,True
208,Lenovo Electronics Product 208,1,Lenovo,2045.57,351,2023-11-30,False
209,Samsung Home Product 209,7,Samsung,1071.72,232,2023-10-21,True
210,Logitech Audio Product 210,4,Logitech,1819.64,413,2025-12-14,True
211,Samsung Office Product 211,20,Samsung,61.58,423,2025-02-12,True
212,Sony Computers Product 212,2,Sony,676.46,480,2024-05-23,False
213,HP Electronics Product 213,1,HP,1360.5,418,2023-01-20,True
214,Dell Smartphones Product 214,3,Dell,1901.58,456,2023-10-13,True
215,Lenovo TV & Video Product 215,6,Lenovo,394.74,28,2024-11-10,False
216,Amazon Furniture Product 216,9,Amazon,62.81,22,2026-01-18,True
217,Lenovo Garden Product 217,18,Lenovo,2217.28,212,2023-07-30,True
218,JBL Electronics Product 218,1,JBL,574.42,197,2024-04-04,True
219,Amazon Fashion Product 219,12,Amazon,2305.01,350,2024-08-10,True
220,LG Audio Product 220,4,LG,569.06,489,2023-12-14,True
221,Samsung Fashion Product 221,12,Samsung,907.63,473,2024-11-14,True
222,Philips Computers Product 222,2,Philips,1077.28,171,2023-11-06,False
223,Amazon TV & Video Product 223,6,Amazon,2233.86,351,2025-05-20,True
224,Asus Office Product 224,20,Asus,2189.75,138,2024-08-10,True
225,JBL Fashion Product 225,12,JBL,1974.25,441,2024-06-27,True
226,Nike Gaming Product 226,5,Nike,1122.27,407,2023-10-30,True
227,Samsung Smartphones Product 227,3,Samsung,2399.37,142,2026-03-29,True
228,Nike Smartphones Product 228,3,Nike,1921.16,180,2023-09-19,True
229,Adidas Toys Product 229,16,Adidas,1508.34,325,2025-09-12,True
230,HP Gaming Product 230,5,HP,1052.46,254,2024-05-18,False
231,LG Garden Product 231,18,LG,2055.3,196,2025-12-26,True
232,Logitech Pet Product 232,19,Logitech,1448.91,355,2025-05-13,True
233,Dell Smartphones Product 233,3,Dell,516.17,435,2025-01-10,True
234,Bosch Fashion Product 234,12,Bosch,2303.05,30,2025-08-28,True
235,Asus Fashion Product 235,12,Asus,1156.37,427,2023-10-13,False
236,Dell Beauty Product 236,14,Dell,149.11,70,2024-03-07,True
237,Adidas Gaming Product 237,5,Adidas,935.49,359,2023-02-23,True
238,Samsung Pet Product 238,19,Samsung,2177.49,15,2025-09-03,True
239,Sony Fashion Product 239,12,Sony,201.89,291,2023-06-11,True
240,HP Gaming Product 240,5,HP,1861.46,383,2024-01-09,False
241,LG Sports Product 241,10,LG,1115.49,330,2025-04-22,True
242,Samsung Sports Product 242,10,Samsung,2204.08,16,2023-11-16,False
243,Bosch TV & Video Product 243,6,Bosch,997.01,216,2023-11-25,True
244,Logitech Garden Product 244,18,Logitech,1259.66,363,2024-06-12,True
245,JBL Beauty Product 245,14,JBL,2433.07,267,2023-11-18,True
246,Logitech Gaming Product 246,5,Logitech,1551.42,112,2024-03-09,True
247,Asus TV & Video Product 247,6,Asus,2105.87,418,2026-02-19,True
248,Nike Toys Product 248,16,Nike,420.41,411,2025-04-09,True
249,Dell Beauty Product 249,14,Dell,269.96,185,2024-07-06,False
250,Apple Outdoor Product 250,11,Apple,415.27,54,2024-05-05,True
251,Philips Home Product 251,7,Philips,477.48,103,2023-01-23,True
252,Lenovo Kitchen Product 252,8,Lenovo,1416.34,288,2023-06-24,True
253,Apple Computers Product 253,2,Apple,2359.34,4,2024-10-06,True
254,Adidas Sports Product 254,10,Adidas,793.04,200,2025-10-21,True
255,Logitech Gaming Product 255,5,Logitech,1024.14,379,2023-07-19,False
256,Bosch Audio Product 256,4,Bosch,1472.07,195,2023-11-04,True
257,Asus Pet Product 257,19,Asus,411.45,349,2023-03-18,True
258,JBL Smartphones Product 258,3,JBL,2212.16,413,2023-07-11,True
259,Bosch TV & Video Product 259,6,Bosch,1631.97,476,2025-11-23,True
260,HP Books Product 260,15,HP,734.2,319,2023-09-26,True
261,JBL Computers Product 261,2,JBL,529.96,312,2025-03-04,False
262,Sony Smartphones Product 262,3,Sony,2486.07,49,2026-03-07,True
263,HP Gaming Product 263,5,HP,2170.16,408,2024-09-25,True
264,Samsung Toys Product 264,16,Samsung,432.6,151,2025-07-20,True
265,Lenovo Smartphones Product 265,3,Lenovo,889.89,36,2026-03-26,True
266,Lenovo Books Product 266,15,Lenovo,1910.23,226,2025-08-27,True
267,Philips Audio Product 267,4,Philips,915.05,146,2025-09-26,True
268,Asus Beauty Product 268,14,Asus,923.16,432,2023-09-22,False
269,Nike Outdoor Product 269,11,Nike,1269.8,134,2023-06-20,True
270,Amazon Office Product 270,20,Amazon,1752.37,287,2023-04-27,True
271,Asus Gaming Product 271,5,Asus,945.8,291,2023-08-04,True
272,Dell Smartphones Product 272,3,Dell,1676.18,178,2025-03-06,True
273,Amazon Books Product 273,15,Amazon,281.71,92,2025-12-31,True
274,HP Shoes Product 274,13,HP,1009.79,33,2025-06-06,True
275,Philips Outdoor Product 275,11,Philips,1758.7,243,2025-09-22,True
276,LG Furniture Product 276,9,LG,397.8,240,2023-03-20,True
277,Nike Home Product 277,7,Nike,2469.65,396,2026-03-09,True
278,JBL Computers Product 278,2,JBL,2446.62,109,2025-01-10,True
279,Asus Home Product 279,7,Asus,681.92,325,2023-02-16,True
280,Sony Smartphones Product 280,3,Sony,1018.62,152,2023-05-22,True
281,Bosch Beauty Product 281,14,Bosch,468.35,27,2024-03-14,True
282,Nike Beauty Product 282,14,Nike,504.53,482,2024-08-31,True
283,LG Toys Product 283,16,LG,2414.32,223,2026-01-01,True
284,Adidas Pet Product 284,19,Adidas,1959.85,305,2023-01-21,True
285,Logitech Smartphones Product 285,3,Logitech,370.1,340,2026-03-30,True
286,Sony Electronics Product 286,1,Sony,1253.62,162,2025-07-28,True
287,Lenovo Beauty Product 287,14,Lenovo,2470.71,482,2025-12-02,True
288,Amazon Books Product 288,15,Amazon,100.85,381,2026-03-30,True
289,Logitech Beauty Product 289,14,Logitech,1506.35,110,2026-01-23,True
290,Dell Home Product 290,7,Dell,931.94,186,2026-03-27,True
291,JBL Sports Product 291,10,JBL,2049.44,63,2024-09-20,True
292,Adidas Books Product 292,15,Adidas,887.01,277,2025-04-20,True
293,HP Automotive Product 293,17,HP,2316.61,234,2024-11-18,True
294,Sony Fashion Product 294,12,Sony,415.02,223,2026-02-06,True
295,Asus Sports Product 295,10,Asus,715.29,317,2025-06-14,True
296,HP Smartphones Product 296,3,HP,1627.57,315,2023-08-01,True
297,LG Audio Product 297,4,LG,1587.48,257,2026-01-20,False
298,Amazon Computers Product 298,2,Amazon,537.56,397,2024-08-16,True
299,Adidas Garden Product 299,18,Adidas,2142.29,486,2023-08-23,True
300,HP Fashion Product 300,12,HP,2270.9,330,2025-08-08,True
301,Nike Electronics Product 301,1,Nike,716.18,450,2024-04-03,True
302,Asus Sports Product 302,10,Asus,20.35,465,2025-04-29,True
303,Apple Computers Product 303,2,Apple,1978.37,430,2023-02-23,False
304,Nike Office Product 304,20,Nike,2398.31,220,2024-11-17,True
305,Adidas Garden Product 305,18,Adidas,1614.64,424,2024-01-30,True
306,Adidas Pet Product 306,19,Adidas,982.13,372,2023-09-21,True
307,JBL Shoes Product 307,13,JBL,404.52,118,2024-10-13,True
308,Bosch Gaming Product 308,5,Bosch,1446.57,200,2023-08-31,True
309,Sony Garden Product 309,18,Sony,242.2,13,2024-10-22,True
310,Amazon Electronics Product 310,1,Amazon,79.27,362,2026-04-30,False
311,Philips Smartphones Product 311,3,Philips,1858.43,66,2025-02-22,True
312,Sony Fashion Product 312,12,Sony,2245.79,152,2024-05-05,True
313,Asus Garden Product 313,18,Asus,1928.28,337,2024-05-17,True
314,Samsung Furniture Product 314,9,Samsung,67.62,296,2023-10-22,True
315,LG Audio Product 315,4,LG,276.62,144,2026-05-05,True
316,Samsung TV & Video Product 316,6,Samsung,2113.11,467,2023-06-08,True
317,Samsung Shoes Product 317,13,Samsung,1040.23,249,2025-10-02,True
318,Amazon Home Product 318,7,Amazon,2225.39,324,2025-05-09,True
319,Sony TV & Video Product 319,6,Sony,2260.06,337,2024-09-03,False
320,Asus Office Product 320,20,Asus,2440.03,177,2023-03-06,True
321,Philips Office Product 321,20,Philips,404.39,379,2026-01-24,True
322,Dell Audio Product 322,4,Dell,1344.53,265,2026-05-26,False
323,Dell Gaming Product 323,5,Dell,2247.45,15,2025-01-17,True
324,Dell Gaming Product 324,5,Dell,676.3,246,2023-06-20,True
325,Nike Smartphones Product 325,3,Nike,742.86,381,2026-02-03,True
326,Bosch Beauty Product 326,14,Bosch,632.73,101,2025-03-30,True
327,Samsung Shoes Product 327,13,Samsung,785.85,406,2026-04-10,True
328,Adidas Toys Product 328,16,Adidas,1494.86,139,2025-07-02,True
329,Samsung Office Product 329,20,Samsung,1078.99,290,2026-05-28,True
330,JBL Fashion Product 330,12,JBL,426.45,17,2023-05-12,False
331,Philips Furniture Product 331,9,Philips,1513.67,449,2025-04-19,False
332,Adidas Fashion Product 332,12,Adidas,457.96,165,2023-03-03,True
333,Nike TV & Video Product 333,6,Nike,545.81,190,2024-05-17,True
334,HP Gaming Product 334,5,HP,33.99,352,2024-10-05,True
335,Dell Outdoor Product 335,11,Dell,1990.15,460,2025-08-11,True
336,Samsung Garden Product 336,18,Samsung,1508.49,269,2025-02-28,True
337,Bosch Audio Product 337,4,Bosch,2366.21,413,2024-07-23,True
338,JBL Pet Product 338,19,JBL,801.28,163,2025-05-13,True
339,Apple Home Product 339,7,Apple,126.51,140,2025-10-08,True
340,Samsung Audio Product 340,4,Samsung,1507.56,302,2025-07-16,True
341,Philips Kitchen Product 341,8,Philips,54.41,401,2023-02-13,False
342,JBL Electronics Product 342,1,JBL,336.33,495,2025-08-03,True
343,JBL Computers Product 343,2,JBL,107.41,330,2025-12-28,True
344,LG Smartphones Product 344,3,LG,1810.9,140,2023-07-14,True
345,Adidas Fashion Product 345,12,Adidas,1938.79,252,2023-06-13,False
346,Adidas Computers Product 346,2,Adidas,1238.41,328,2024-09-03,True
347,Philips Fashion Product 347,12,Philips,567.8,422,2023-07-30,True
348,Samsung Gaming Product 348,5,Samsung,573.59,45,2024-10-23,True
349,Asus Fashion Product 349,12,Asus,2335.93,444,2026-01-05,True
350,JBL Furniture Product 350,9,JBL,129.53,155,2023-03-30,True
351,Nike Furniture Product 351,9,Nike,1749.68,473,2025-02-16,True
352,LG Pet Product 352,19,LG,805.14,75,2023-09-03,False
353,Amazon Beauty Product 353,14,Amazon,1309.19,123,2025-07-04,False
354,Amazon Toys Product 354,16,Amazon,811.56,374,2025-09-30,True
355,Samsung Kitchen Product 355,8,Samsung,1781.34,180,2024-06-24,False
356,Amazon Kitchen Product 356,8,Amazon,197.11,253,2024-02-26,True
357,Apple Home Product 357,7,Apple,2048.09,96,2024-03-18,True
358,Nike Audio Product 358,4,Nike,1906.39,263,2024-03-03,True
359,Logitech Sports Product 359,10,Logitech,393.46,258,2025-07-18,True
360,Dell Gaming Product 360,5,Dell,2437.91,444,2025-01-14,False
361,Dell Automotive Product 361,17,Dell,180.91,216,2025-03-30,True
362,Asus Sports Product 362,10,Asus,264.14,236,2026-03-28,True
363,Dell Audio Product 363,4,Dell,475.7,14,2023-02-03,True
364,LG Automotive Product 364,17,LG,304.63,281,2024-12-21,True
365,Adidas Fashion Product 365,12,Adidas,998.35,220,2024-03-10,False
366,Apple Outdoor Product 366,11,Apple,930.75,25,2025-06-22,True
367,Dell Beauty Product 367,14,Dell,1012.7,304,2024-08-25,True
368,Philips Automotive Product 368,17,Philips,1089.58,348,2025-10-07,True
369,Samsung Kitchen Product 369,8,Samsung,142.31,18,2024-03-25,False
370,Dell Furniture Product 370,9,Dell,261.57,115,2023-05-15,False
371,Adidas Shoes Product 371,13,Adidas,557.52,421,2025-03-15,True
372,Dell Toys Product 372,16,Dell,875.61,147,2023-12-17,False
373,Logitech Sports Product 373,10,Logitech,470.85,464,2023-01-07,False
374,Logitech Toys Product 374,16,Logitech,433.88,348,2024-09-17,True
375,Sony TV & Video Product 375,6,Sony,363.17,6,2024-11-11,True
376,Nike Beauty Product 376,14,Nike,2436.18,451,2023-02-12,True
377,Amazon TV & Video Product 377,6,Amazon,886.84,242,2023-01-20,False
378,LG Electronics Product 378,1,LG,282.37,419,2024-05-21,True
379,Amazon Pet Product 379,19,Amazon,1317.92,85,2024-08-18,True
380,Samsung Audio Product 380,4,Samsung,1137.01,376,2024-09-15,True
381,Lenovo Garden Product 381,18,Lenovo,917.08,6,2025-09-23,True
382,Logitech Sports Product 382,10,Logitech,1938.57,438,2024-11-14,False
383,Samsung Toys Product 383,16,Samsung,1823.26,10,2024-07-06,True
384,Asus Beauty Product 384,14,Asus,899.41,15,2024-03-27,True
385,Logitech Pet Product 385,19,Logitech,523.71,45,2025-06-01,True
386,Amazon Shoes Product 386,13,Amazon,2194.09,347,2023-08-10,False
387,JBL Books Product 387,15,JBL,670.62,347,2025-12-15,True
