order_id,customer_id,product_id,order_date,quantity,unit_price,total_amount,status
47,890,35,2026-05-05 20:18:23,5,104.39,521.95,COMPLETED
48,1455,92,2026-03-30 15:13:28,3,925.67,2777.01,PROCESSING
49,779,324,2026-04-20 08:32:44,3,676.3,2028.9,SHIPPED
50,1087,337,2025-09-10 10:55:34,2,2366.21,4732.42,COMPLETED
51,1369,249,2026-03-07 22:56:18,4,269.96,1079.84,PROCESSING
52,732,279,2025-06-19 10:45:20,1,681.92,681.92,COMPLETED
53,231,494,2026-06-10 15:16:37,4,73.58,294.32,COMPLETED
54,507,340,2026-02-18 04:13:00,2,1507.56,3015.12,SHIPPED
55,1959,164,2026-02-08 12:39:17,4,1668.85,6675.4,CANCELLED
56,263,397,2026-08-12 17:48:37,5,1467.21,7336.05,SHIPPED
57,1408,121,2025-12-03 10:35:32,3,1410.62,4231.86,PROCESSING
58,441,456,2026-07-02 14:53:29,1,1916.55,1916.55,PROCESSING
59,1581,166,2025-12-21 11:33:50,4,1817.73,7270.92,SHIPPED
60,1657,227,2026-07-15 14:30:55,3,2399.37,7198.11,COMPLETED
61,550,249,2026-08-08 07:58:17,3,269.96,809.88,CANCELLED
62,1677,24,2026-07-09 16:17:52,4,2347.92,9391.68,COMPLETED
63,1173,449,2026-01-12 19:30:56,2,2221.19,4442.38,RETURNED
64,1281,57,2026-07-05 22:14:12,3,1517.53,4552.59,COMPLETED
65,1239,277,2026-03-14 00:46:07,4,2469.65,9878.6,COMPLETED
66,1599,361,2026-03-06 12:50:29,5,180.91,904.55,COMPLETED
67,1342,26,2025-12-19 07:39:45,3,558.04,1674.12,PROCESSING
68,407,81,2026-06-03 14:24:02,2,2144.18,4288.36,COMPLETED
69,1642,83,2026-05-09 12:04:10,4,328.37,1313.48,COMPLETED
70,1133,376,2026-04-24 00:29:47,1,2436.18,2436.18,RETURNED
71,42,387,2026-02-05 18:15:32,4,670.62,2682.48,RETURNED
72,994,22,2025-12-22 10:18:25,3,1812.79,5438.37,COMPLETED
73,472,324,2026-06-30 09:00:15,1,676.3,676.3,COMPLETED
74,1536,64,2026-08-13 13:45:26,4,2467.69,9870.76,COMPLETED
75,1676,380,2025-06-18 03:05:30,1,1137.01,1137.01,COMPLETED
76,1034,370,2025-11-16 00:44:01,1,261.57,261.57,CANCELLED
77,1701,278,2025-06-14 03:28:44,5,2446.62,12233.1,RETURNED
78,802,100,2026-07-26 11:21:59,3,2071.43,6214.29,SHIPPED
79,1050,381,2025-10-04 11:00:03,3,917.08,2751.24,SHIPPED
80,416,52,2026-04-20 23:53:09,5,1228.98,6144.9,SHIPPED
81,772,150,2026-07-24 03:23:17,2,115.47,230.94,SHIPPED
82,1149,143,2026-07-18 10:21:19,5,1260.55,6302.75,PROCESSING
83,501,196,2024-07-18 18:05:47,4,567.58,2270.32,COMPLETED
84,1563,280,2025-01-24 16:27:59,2,1018.62,2037.24,PROCESSING
85,1998,13,2026-02-27 08:27:03,4,1158.78,4635.12,COMPLETED
86,977,289,2026-02-19 23:24:15,3,1506.35,4519.05,COMPLETED
87,295,415,2026-08-18 03:02:42,1,1189.62,1189.62,PROCESSING
88,347,107,2026-06-25 21:36:19,2,1817.63,3635.26,COMPLETED
89,290,207,2026-08-16 17:14:24,5,2358.95,11794.75,CANCELLED
90,1720,291,2026-07-09 08:27:45,1,2049.44,2049.44,RETURNED
91,1011,130,2026-02-13 11:20:23,3,1834.36,5503.08,RETURNED
92,309,19,2025-08-18 20:34:56,5,140.51,702.55,SHIPPED
93,1785,3,2026-06-13 07:37:03,5,1619.28,8096.4,RETURNED
94,1001,280,2026-02-20 11:23:47,2,1018.62,2037.24,COMPLETED
95,945,363,2026-04-29 18:43:47,5,475.7,2378.5,RETURNED
96,1515,376,2025-06-21 03:49:28,4,2436.18,9744.72,CANCELLED
97,159,193,2025-07-18 00:29:45,2,1521.97,3043.94,PROCESSING
98,1533,63,2026-04-29 07:11:09,4,2037.43,8149.72,RETURNED
99,1991,59,2025-12-25 15:26:38,4,1781.91,7127.64,COMPLETED
100,1283,412,2026-07-09 17:44:17,2,349.64,699.28,CANCELLED
101,1791,281,2026-04-19 14:32:30,1,468.35,468.35,COMPLETED
102,241,223,2025-10-17 09:52:14,5,2233.86,11169.3,COMPLETED
103,1260,456,2026-03-27 20:31:39,2,1916.55,3833.1,COMPLETED
104,595,268,2026-06-02 22:21:18,3,923.16,2769.48,PROCESSING
105,1239,129,2026-05-24 16:51:10,2,1694.55,3389.1,COMPLETED
106,1899,383,2026-08-26 04:55:39,2,1823.26,3646.52,PROCESSING
107,1465,425,2026-06-26 00:21:27,3,878.6,2635.8,SHIPPED
108,368,77,2026-07-16 02:26:28,1,2173.82,2173.82,COMPLETED
109,1437,97,2025-11-01 03:25:00,5,1507.65,7538.25,SHIPPED
110,678,49,2025-12-31 22:45:16,4,944.12,3776.48,PROCESSING
111,321,35,2026-03-09 23:10:06,5,104.39,521.95,COMPLETED
112,707,322,2026-05-27 07:00:49,3,1344.53,4033.59,COMPLETED
113,1681,467,2026-07-08 21:16:47,3,769.3,2307.9,COMPLETED
114,1279,393,2025-11-06 09:16:30,5,48.83,244.15,PROCESSING
115,1314,338,2025-10-12 02:49:14,5,801.28,4006.4,COMPLETED
116,211,375,2025-06-20 10:11:38,2,363.17,726.34,COMPLETED
117,1155,53,2025-12-05 19:01:01,5,968.22,4841.1,CANCELLED
118,1569,197,2025-04-23 20:57:32,5,2318.85,11594.25,PROCESSING
119,568,495,2026-07-06 07:37:14,2,1784.97,3569.94,COMPLETED
120,1605,119,2025-10-17 03:19:31,5,2156.39,10781.95,COMPLETED
121,294,85,2026-05-13 00:00:32,3,615.96,1847.88,COMPLETED
122,1835,497,2025-03-07 04:59:13,5,1263.7,6318.5,RETURNED
123,901,218,2026-04-01 11:54:32,3,574.42,1723.26,PROCESSING
124,1557,61,2026-04-24 20:23:39,4,1732.67,6930.68,SHIPPED
125,1585,198,2026-05-22 17:16:30,3,299.3,897.9,COMPLETED
126,1718,268,2025-10-05 19:19:18,1,923.16,923.16,PROCESSING
127,1725,110,2025-02-26 23:04:29,3,1809.15,5427.45,CANCELLED
128,293,431,2025-12-27 20:24:24,4,250.39,1001.56,SHIPPED
129,1424,404,2025-09-30 04:22:40,5,1057.06,5285.3,SHIPPED
130,1336,179,2025-09-10 00:55:15,3,537.82,1613.46,RETURNED
131,955,395,2026-05-25 15:26:24,2,636.07,1272.14,PROCESSING
132,1147,449,2026-03-04 13:55:29,3,2221.19,6663.57,COMPLETED
133,1912,383,2024-07-16 07:07:48,4,1823.26,7293.04,COMPLETED
134,1078,100,2024-11-18 21:20:32,3,2071.43,6214.29,COMPLETED
135,193,467,2026-06-22 09:14:20,5,769.3,3846.5,COMPLETED
136,1243,140,2025-12-23 23:33:52,3,1484.85,4454.55,CANCELLED
137,981,204,2025-11-13 09:12:46,3,817.41,2452.23,CANCELLED
138,118,498,2026-07-17 01:06:28,4,1997.53,7990.12,PROCESSING
139,1295,233,2026-07-19 06:19:36,4,516.17,2064.68,CANCELLED
140,1792,332,2026-06-22 19:51:51,1,457.96,457.96,COMPLETED
141,757,15,2026-08-15 05:34:39,2,260.28,520.56,RETURNED
142,1743,68,2025-11-17 15:16:34,1,2024.85,2024.85,COMPLETED
143,909,327,2026-05-10 11:26:27,1,785.85,785.85,RETURNED
144,1115,143,2025-09-30 23:51:05,5,1260.55,6302.75,CANCELLED
145,35,171,2026-06-17 11:31:21,2,2161.78,4323.56,PROCESSING
146,1479,484,2026-05-07 18:47:57,1,2383.7,2383.7,CANCELLED
147,826,214,2026-05-10 02:14:18,1,1901.58,1901.58,COMPLETED
148,1690,390,2026-04-02 05:22:14,3,2420.7,7262.1,COMPLETED
149,354,228,2026-01-03 10:01:53,5,1921.16,9605.8,COMPLETED
150,1411,259,2026-06-20 06:17:51,1,1631.97,1631.97,COMPLETED
151,561,288,2026-06-27 04:17:09,3,100.85,302.55,SHIPPED
152,1164,429,2026-05-11 20:36:51,4,1318.33,5273.32,COMPLETED
153,239,471,2024-08-24 06:38:40,1,967.81,967.81,COMPLETED
154,651,303,2026-07-20 00:43:55,2,1978.37,3956.74,RETURNED
155,22,112,2026-06-18 13:38:10,4,2163.59,8654.36,COMPLETED
156,1797,371,2026-04-30 11:12:21,2,557.52,1115.04,CANCELLED
157,1548,378,2025-12-22 11:18:16,1,282.37,282.37,SHIPPED
158,1446,147,2026-05-07 10:09:24,2,1695.81,3391.62,PROCESSING
159,647,212,2025-07-20 06:51:13,3,676.46,2029.38,COMPLETED
160,363,152,2025-11-20 16:00:19,3,1243.81,3731.43,COMPLETED
161,1004,182,2026-08-23 13:14:19,3,1859.9,5579.7,RETURNED
162,1315,268,2025-08-02 22:58:29,2,923.16,1846.32,COMPLETED
163,1945,428,2026-07-13 14:02:31,2,2406.76,4813.52,PROCESSING
164,1165,108,2026-08-31 15:47:46,3,2315.7,6947.1,CANCELLED
165,1661,350,2026-04-14 07:33:10,3,129.53,388.59,CANCELLED
166,1984,258,2026-08-28 09:47:31,1,2212.16,2212.16,PROCESSING
167,1584,108,2025-10-03 07:56:47,4,2315.7,9262.8,COMPLETED
168,65,473,2025-04-10 18:49:28,2,2276.03,4552.06,SHIPPED
169,287,240,2026-01-15 11:45:35,3,1861.46,5584.38,PROCESSING
170,774,338,2026-03-10 01:13:56,3,801.28,2403.84,CANCELLED
171,215,323,2026-04-09 00:17:15,2,2247.45,4494.9,SHIPPED
172,974,172,2026-05-15 23:35:19,1,1755.85,1755.85,COMPLETED
173,1871,184,2025-02-02 05:55:31,4,1577.6,6310.4,PROCESSING
174,382,386,2025-10-27 15:59:01,5,2194.09,10970.45,SHIPPED
175,1216,295,2026-06-04 15:50:12,4,715.29,2861.16,SHIPPED
176,1709,125,2025-12-24 13:35:18,5,1350.14,6750.7,COMPLETED
177,989,348,2026-05-09 10:55:44,1,573.59,573.59,COMPLETED
178,1563,479,2026-05-25 03:55:36,4,850.46,3401.84,SHIPPED
179,1586,138,2026-08-06 14:35:27,5,256.67,1283.35,COMPLETED
180,336,263,2026-04-29 10:56:37,5,2170.16,10850.8,CANCELLED
181,1931,269,2025-09-23 20:40:47,2,1269.8,2539.6,COMPLETED
182,1359,171,2025-09-10 03:17:28,3,2161.78,6485.34,RETURNED
183,1569,73,2026-05-27 16:42:04,4,2331.0,9324.0,COMPLETED
184,944,1,2026-07-24 05:22:11,2,169.29,338.58,COMPLETED
185,618,158,2025-10-07 06:43:15,2,1082.7,2165.4,RETURNED
186,417,224,2025-06-25 08:54:37,2,2189.75,4379.5,CANCELLED
187,1138,433,2026-06-11 13:37:34,1,164.2,164.2,SHIPPED
188,327,177,2024-07-17 17:08:28,5,284.04,1420.2,CANCELLED
189,808,358,2025-08-21 17:11:46,4,1906.39,7625.56,RETURNED
190,950,362,2026-05-29 03:29:19,4,264.14,1056.56,COMPLETED
191,652,391,2025-05-02 14:33:33,3,2318.81,6956.43,COMPLETED
192,1679,346,2025-11-11 21:44:01,4,1238.41,4953.64,PROCESSING
193,147,178,2026-01-11 21:21:04,1,806.4,806.4,COMPLETED
194,1814,312,2026-03-31 08:33:42,3,2245.79,6737.37,COMPLETED
195,697,257,2026-06-08 00:03:28,5,411.45,2057.25,PROCESSING
196,1540,204,2025-08-02 23:30:17,2,817.41,1634.82,COMPLETED
197,1024,97,2025-11-28 07:41:26,3,1507.65,4522.95,SHIPPED
198,191,174,2026-04-13 23:48:46,2,2476.09,4952.18,SHIPPED
199,309,146,2026-06-11 14:05:00,4,220.62,882.48,COMPLETED
200,535,491,2026-02-17 06:32:09,2,1608.3,3216.6,SHIPPED
201,1398,265,2026-04-22 16:55:38,1,889.89,889.89,COMPLETED
202,1406,376,2026-03-27 23:52:46,4,2436.18,9744.72,RETURNED
203,1653,7,2025-11-28 11:36:55,2,2207.56,4415.12,PROCESSING
204,1039,197,2026-08-08 16:33:17,1,2318.85,2318.85,SHIPPED
205,1340,492,2025-12-29 15:22:52,1,1972.53,1972.53,COMPLETED
206,871,133,2026-01-06 21:58:39,4,283.88,1135.52,PROCESSING
207,764,400,2026-02-08 12:11:57,5,2012.91,10064.55,COMPLETED
208,229,403,2026-05-21 15:26:23,5,1738.39,8691.95,RETURNED
209,786,446,2026-05-29 02:54:46,2,196.2,392.4,COMPLETED
210,691,486,2026-06-11 07:11:41,5,294.97,1474.85,RETURNED
211,1259,373,2026-07-24 16:33:56,4,470.85,1883.4,COMPLETED
212,952,145,2024-11-11 04:25:31,4,1590.34,6361.36,SHIPPED
213,752,26,2026-08-02 21:49:15,3,558.04,1674.12,COMPLETED
214,872,173,2026-07-25 10:46:56,1,1589.85,1589.85,PROCESSING
215,548,92,2025-11-20 12:59:37,4,925.67,3702.68,COMPLETED
216,915,167,2025-05-19 23:09:19,1,324.05,324.05,PROCESSING
217,229,183,2026-07-31 01:19:58,5,697.11,3485.55,CANCELLED
218,812,128,2025-01-30 03:03:36,5,644.87,3224.35,COMPLETED
219,259,373,2026-05-04 23:02:38,4,470.85,1883.4,SHIPPED
220,1829,141,2025-11-17 16:40:35,5,324.66,1623.3,COMPLETED
221,1882,423,2026-08-30 19:03:43,5,2271.19,11355.95,SHIPPED
222,84,40,2026-05-12 13:34:23,1,2175.97,2175.97,COMPLETED
223,1248,371,2026-08-18 03:40:54,4,557.52,2230.08,PROCESSING
224,1486,41,2026-02-28 23:10:58,3,322.65,967.95,SHIPPED
225,821,12,2025-06-24 09:21:06,1,295.56,295.56,RETURNED
226,1869,222,2026-01-20 06:58:39,5,1077.28,5386.4,COMPLETED
227,621,316,2025-10-29 19:37:48,2,2113.11,4226.22,CANCELLED
228,1637,26,2025-12-06 20:52:28,4,558.04,2232.16,COMPLETED
229,1558,479,2026-05-24 10:00:16,2,850.46,1700.92,COMPLETED
230,1028,344,2024-05-24 22:00:49,4,1810.9,7243.6,COMPLETED
231,1389,146,2026-06-01 00:11:02,4,220.62,882.48,COMPLETED
232,39,401,2026-06-05 23:55:42,2,506.81,1013.62,COMPLETED
233,547,237,2026-04-22 23:06:51,3,935.49,2806.47,COMPLETED
234,454,116,2025-08-05 11:49:07,2,819.82,1639.64,COMPLETED
235,1253,148,2026-07-13 21:24:19,4,1747.73,6990.92,CANCELLED
236,1220,169,2026-07-10 14:09:52,4,1205.68,4822.72,PROCESSING
237,26,176,2025-04-01 11:38:16,3,847.08,2541.24,RETURNED
238,911,78,2026-04-24 18:10:01,2,1038.69,2077.38,PROCESSING
239,1429,88,2026-06-20 14:12:06,3,1816.28,5448.84,SHIPPED
240,67,339,2026-01-13 22:59:16,4,126.51,506.04,PROCESSING
241,708,43,2024-09-08 19:16:54,3,1065.8,3197.4,COMPLETED
242,598,385,2025-11-09 16:26:18,4,523.71,2094.84,COMPLETED
243,320,320,2026-05-16 06:04:14,5,2440.03,12200.15,COMPLETED
244,1157,221,2026-01-13 00:51:08,3,907.63,2722.89,PROCESSING
245,1524,252,2024-12-25 13:39:49,5,1416.34,7081.7,COMPLETED
246,776,311,2026-01-02 03:31:51,4,1858.43,7433.72,COMPLETED
247,433,57,2025-11-14 10:32:05,2,1517.53,3035.06,RETURNED
248,326,393,2026-03-28 20:01:38,4,48.83,195.32,COMPLETED
249,1539,112,2026-04-13 21:49:04,3,2163.59,6490.77,COMPLETED
250,1578,186,2025-03-21 23:03:04,3,1816.12,5448.36,PROCESSING
251,1097,273,2026-04-10 08:11:44,4,281.71,1126.84,SHIPPED
252,1550,238,2026-06-07 16:21:51,2,2177.49,4354.98,RETURNED
253,364,205,2025-11-26 00:07:17,5,1827.23,9136.15,RETURNED
254,685,391,2026-07-11 23:53:28,2,2318.81,4637.62,CANCELLED
255,1859,51,2026-05-06 21:07:22,4,1233.72,4934.88,SHIPPED
256,841,97,2026-06-12 01:03:26,5,1507.65,7538.25,COMPLETED
257,284,313,2026-06-10 18:19:36,1,1928.28,1928.28,PROCESSING
258,1169,375,2026-04-17 00:49:52,3,363.17,1089.51,PROCESSING
259,512,86,2026-08-25 22:46:24,4,2323.22,9292.88,CANCELLED
260,187,488,2026-05-17 00:49:37,5,50.13,250.65,RETURNED
261,1340,200,2026-06-01 18:37:01,2,2246.86,4493.72,RETURNED
262,1871,83,2026-06-21 13:26:13,2,328.37,656.74,COMPLETED
263,968,480,2026-01-28 11:45:00,2,1651.48,3302.96,COMPLETED
264,133,458,2025-02-23 07:32:12,5,492.18,2460.9,SHIPPED
265,941,126,2026-05-31 21:57:49,4,362.75,1451.0,COMPLETED
266,1632,91,2026-02-26 18:12:44,1,231.96,231.96,RETURNED
267,1238,429,2026-04-22 05:47:55,2,1318.33,2636.66,SHIPPED
268,1479,493,2024-11-04 00:15:02,1,87.58,87.58,CANCELLED
269,1387,209,2026-04-10 17:07:11,4,1071.72,4286.88,COMPLETED
270,1604,214,2026-06-16 19:33:50,1,1901.58,1901.58,CANCELLED
271,1591,311,2026-08-20 00:51:49,4,1858.43,7433.72,SHIPPED
272,1696,372,2024-10-17 10:39:59,4,875.61,3502.44,RETURNED
273,1685,372,2025-10-25 13:13:48,4,875.61,3502.44,CANCELLED
274,1900,262,2026-08-15 23:39:08,4,2486.07,9944.28,SHIPPED
275,1613,64,2025-11-22 05:18:54,3,2467.69,7403.07,RETURNED
276,1691,297,2026-07-31 04:04:11,2,1587.48,3174.96,COMPLETED
277,846,337,2025-10-14 05:10:05,2,2366.21,4732.42,RETURNED
278,989,108,2026-04-04 03:32:10,3,2315.7,6947.1,CANCELLED
279,1421,38,2026-05-21 17:53:51,2,613.2,1226.4,RETURNED
280,533,176,2026-01-14 16:11:24,3,847.08,2541.24,RETURNED
281,923,359,2025-11-27 20:41:19,3,393.46,1180.38,PROCESSING
282,74,390,2025-09-29 05:23:21,5,2420.7,12103.5,COMPLETED
283,54,114,2026-07-18 20:31:04,3,67.34,202.02,CANCELLED
284,597,158,2025-12-09 20:40:01,3,1082.7,3248.1,SHIPPED
285,1461,226,2026-05-05 10:44:10,2,1122.27,2244.54,CANCELLED
286,1650,356,2026-03-07 05:20:05,5,197.11,985.55,COMPLETED
287,1760,197,2025-04-03 23:11:01,2,2318.85,4637.7,COMPLETED
288,1743,109,2026-07-31 11:01:49,2,2450.89,4901.78,PROCESSING
289,25,133,2025-01-26 18:31:02,5,283.88,1419.4,SHIPPED
290,977,317,2025-12-28 12:31:56,2,1040.23,2080.46,PROCESSING
291,1747,257,2025-01-02 19:03:14,3,411.45,1234.35,SHIPPED
292,1773,475,2026-01-28 23:36:24,2,2020.42,4040.84,RETURNED
293,1076,247,2026-04-04 17:37:18,4,2105.87,8423.48,COMPLETED
294,1370,485,2025-11-27 12:27:54,2,2173.95,4347.9,COMPLETED
295,423,115,2025-05-03 10:07:59,5,460.93,2304.65,RETURNED
296,1493,405,2026-03-20 23:39:56,2,2394.15,4788.3,COMPLETED
297,1022,236,2026-07-01 23:15:07,1,149.11,149.11,RETURNED
298,1529,434,2026-08-07 19:04:57,2,1910.75,3821.5,CANCELLED
299,415,187,2026-07-19 01:11:44,4,328.3,1313.2,CANCELLED
300,203,488,2026-02-08 18:28:28,1,50.13,50.13,COMPLETED
301,1134,493,2026-02-23 19:34:41,1,87.58,87.58,RETURNED
302,115,229,2026-06-29 19:02:23,2,1508.34,3016.68,COMPLETED
303,525,409,2026-08-06 06:39:04,2,146.18,292.36,COMPLETED
304,1413,368,2026-07-23 06:27:36,1,1089.58,1089.58,PROCESSING
305,545,283,2026-03-13 03:19:34,2,2414.32,4828.64,CANCELLED
306,1702,470,2025-09-20 04:49:33,5,158.7,793.5,COMPLETED
307,125,107,2026-04-17 08:52:53,5,1817.63,9088.15,RETURNED
308,1191,245,2025-04-20 03:34:40,5,2433.07,12165.35,RETURNED
309,105,164,2026-06-23 02:39:35,2,1668.85,3337.7,SHIPPED
310,239,227,2026-04-19 17:19:54,2,2399.37,4798.74,COMPLETED
311,1111,302,2025-08-17 21:46:59,4,20.35,81.4,COMPLETED
312,1166,5,2026-07-20 15:38:48,1,1835.78,1835.78,CANCELLED
313,1816,227,2026-05-17 21:26:33,5,2399.37,11996.85,RETURNED
314,935,1,2026-01-28 14:49:28,5,169.29,846.45,COMPLETED
315,1009,324,2025-07-21 11:57:55,5,676.3,3381.5,SHIPPED
316,1054,146,2026-06-08 09:37:09,5,220.62,1103.1,COMPLETED
317,699,141,2026-08-06 20:26:06,5,324.66,1623.3,COMPLETED
318,1282,226,2024-07-14 06:37:58,4,1122.27,4489.08,COMPLETED
319,654,458,2026-06-28 17:07:50,4,492.18,1968.72,COMPLETED
320,367,34,2026-04-03 15:43:45,3,942.56,2827.68,COMPLETED
321,1896,442,2026-06-11 12:28:03,5,2005.97,10029.85,RETURNED
322,375,100,2025-07-15 08:26:22,2,2071.43,4142.86,COMPLETED
323,1028,157,2025-11-17 19:18:40,4,22.83,91.32,COMPLETED
324,1403,154,2026-07-25 07:39:23,5,669.23,3346.15,CANCELLED
325,317,166,2025-09-05 06:59:13,4,1817.73,7270.92,RETURNED
326,352,437,2024-09-19 22:12:50,2,2036.46,4072.92,COMPLETED
327,1960,265,2026-07-25 23:47:34,5,889.89,4449.45,RETURNED
328,854,400,2026-06-17 09:48:28,2,2012.91,4025.82,COMPLETED
329,967,479,2026-08-23 11:03:15,3,850.46,2551.38,COMPLETED
330,628,171,2026-08-12 12:53:10,3,2161.78,6485.34,SHIPPED
331,631,218,2025-11-22 14:19:42,4,574.42,2297.68,COMPLETED
332,1562,482,2026-07-04 02:00:49,4,1105.37,4421.48,COMPLETED
333,1323,413,2025-02-18 16:38:05,3,2015.99,6047.97,COMPLETED
334,1677,361,2026-06-12 07:35:42,3,180.91,542.73,COMPLETED
335,1706,192,2025-11-29 11:43:04,4,422.14,1688.56,RETURNED
336,784,167,2026-02-08 20:23:16,2,324.05,648.1,RETURNED
337,441,317,2026-06-16 16:01:25,3,1040.23,3120.69,COMPLETED
338,153,125,2025-06-04 11:51:01,4,1350.14,5400.56,CANCELLED
339,1215,241,2026-08-22 01:40:29,4,1115.49,4461.96,CANCELLED
340,1966,466,2026-06-04 09:05:47,3,1220.66,3661.98,PROCESSING
341,1201,193,2025-05-09 03:41:35,1,1521.97,1521.97,CANCELLED
342,702,142,2026-03-14 13:27:04,4,1698.76,6795.04,COMPLETED
343,228,242,2025-05-19 02:41:37,3,2204.08,6612.24,RETURNED
344,1501,212,2025-06-14 05:28:35,5,676.46,3382.3,COMPLETED
345,1176,103,2026-08-16 03:12:15,4,1819.62,7278.48,COMPLETED
346,672,294,2026-07-25 09:29:32,5,415.02,2075.1,PROCESSING
347,1674,150,2025-12-28 05:06:51,1,115.47,115.47,RETURNED
348,1610,359,2026-07-17 11:25:51,3,393.46,1180.38,RETURNED
349,914,383,2025-02-10 06:42:15,3,1823.26,5469.78,SHIPPED
350,467,236,2026-04-12 12:07:28,2,149.11,298.22,CANCELLED
351,1990,361,2025-12-20 09:17:50,5,180.91,904.55,CANCELLED
352,1911,12,2024-09-10 04:20:22,4,295.56,1182.24,SHIPPED
353,812,413,2026-02-08 01:44:55,5,2015.99,10079.95,COMPLETED
354,1870,263,2026-06-18 00:35:23,5,2170.16,10850.8,SHIPPED
355,66,492,2026-03-30 11:54:29,5,1972.53,9862.65,SHIPPED
356,579,295,2025-12-01 23:05:48,1,715.29,715.29,CANCELLED
357,155,290,2026-04-19 20:19:36,1,931.94,931.94,PROCESSING
358,325,409,2026-03-25 03:11:38,5,146.18,730.9,SHIPPED
359,1250,333,2025-03-08 02:39:39,4,545.81,2183.24,RETURNED
360,568,239,2026-01-06 05:32:29,3,201.89,605.67,COMPLETED
361,373,332,2026-08-13 12:22:19,4,457.96,1831.84,PROCESSING
362,1600,355,2026-06-30 00:46:55,4,1781.34,7125.36,PROCESSING
363,602,4,2026-06-01 14:11:51,1,1536.44,1536.44,COMPLETED
364,462,166,2026-06-09 05:28:45,3,1817.73,5453.19,RETURNED
365,457,300,2026-06-22 11:53:30,5,2270.9,11354.5,SHIPPED
366,1339,341,2024-12-05 20:54:52,3,54.41,163.23,CANCELLED
367,1777,296,2026-06-11 06:52:32,2,1627.57,3255.14,COMPLETED
368,632,93,2025-08-30 00:57:17,5,164.09,820.45,PROCESSING
369,1935,433,2025-09-04 04:38:08,5,164.2,821.0,COMPLETED
